student_id,student_name,class_period,assignment_type,assignment_name,date,score,max_score,submitted
20272679,Alex Brooks,6,Project,Final Game Project,2026-01-05,75.5,100,True
20272679,Alex Brooks,6,Project,Digital Pet Project,2026-01-06,0.0,100,False
20272679,Alex Brooks,6,Project,Data Visualization Project,2026-01-07,80.7,100,True
20272679,Alex Brooks,6,Quiz,Algorithms Quiz,2026-01-08,9.0,10,True
20272679,Alex Brooks,6,Quiz,Variables Quiz,2026-01-09,35.1,50,True
20272679,Alex Brooks,6,Quiz,Debugging Quiz,2026-01-12,32.0,50,True
20272679,Alex Brooks,6,Quiz,Functions Quiz,2026-01-13,0.0,10,False
20272679,Alex Brooks,6,Quiz,Arrays Quiz,2026-01-14,7.6,10,True
20272679,Alex Brooks,6,Lab,Loops Practice Lab,2026-01-15,45.8,50,True
20272679,Alex Brooks,6,Lab,Intro to Python Lab,2026-01-16,34.1,50,True
20272679,Alex Brooks,6,Lab,Functions Lab,2026-01-19,33.1,50,True
20272679,Alex Brooks,6,Lab,Pair Programming Lab,2026-01-20,35.4,50,True
20272679,Alex Brooks,6,Lab,Debugging Lab,2026-01-21,6.5,10,True
20272679,Alex Brooks,6,Lab,Algorithm Practice Lab,2026-01-22,5.6,10,True
20272679,Alex Brooks,6,Lab,AP Exam Practice Lab,2026-01-23,0.0,10,False
20272679,Alex Brooks,6,Lab,Arrays Lab,2026-01-26,30.8,50,True
20272679,Alex Brooks,6,Homework,Conditionals Homework,2026-01-27,0.0,50,False
20272679,Alex Brooks,6,Homework,Coding Challenge Homework,2026-01-28,0.0,10,False
20272679,Alex Brooks,6,Homework,Algorithms Homework,2026-01-29,35.4,50,True
20272679,Alex Brooks,6,Homework,Functions Homework,2026-01-30,40.5,50,True
20272679,Alex Brooks,6,Homework,Review Homework,2026-02-02,6.3,10,True
20272679,Alex Brooks,6,Homework,Arrays Homework,2026-02-03,37.0,50,True
20272679,Alex Brooks,6,Homework,Practice Problems Homework,2026-02-04,48.9,50,True
20272679,Alex Brooks,6,Homework,Debugging Homework,2026-02-05,7.4,10,True
20272679,Alex Brooks,6,Homework,Test Prep Homework,2026-02-06,7.4,10,True
20272679,Alex Brooks,6,Homework,Loops Homework,2026-02-09,42.5,50,True
20267912,Alex Campbell,1,Project,Data Visualization Project,2026-01-05,73.5,100,True
20267912,Alex Campbell,1,Project,Website Portfolio Project,2026-01-06,87.1,100,True
20267912,Alex Campbell,1,Project,Student Dashboard Project,2026-01-07,62.4,100,True
20267912,Alex Campbell,1,Quiz,Conditionals Quiz,2026-01-08,8.5,10,True
20267912,Alex Campbell,1,Quiz,Variables Quiz,2026-01-09,37.2,50,True
20267912,Alex Campbell,1,Quiz,Objects Quiz,2026-01-12,37.0,50,True
20267912,Alex Campbell,1,Quiz,Arrays Quiz,2026-01-13,22.3,50,True
20267912,Alex Campbell,1,Quiz,Algorithms Quiz,2026-01-14,30.2,50,True
20267912,Alex Campbell,1,Lab,Functions Lab,2026-01-15,31.7,50,True
20267912,Alex Campbell,1,Lab,Debugging Lab,2026-01-16,9.5,10,True
20267912,Alex Campbell,1,Lab,Intro to Python Lab,2026-01-19,24.2,50,True
20267912,Alex Campbell,1,Lab,AP Exam Practice Lab,2026-01-20,49.4,50,True
20267912,Alex Campbell,1,Lab,Arrays Lab,2026-01-21,6.2,10,True
20267912,Alex Campbell,1,Lab,Algorithm Practice Lab,2026-01-22,28.1,50,True
20267912,Alex Campbell,1,Lab,Loops Practice Lab,2026-01-23,0.0,50,False
20267912,Alex Campbell,1,Lab,Data Structures Lab,2026-01-26,45.3,50,True
20267912,Alex Campbell,1,Homework,Practice Problems Homework,2026-01-27,0.0,50,False
20267912,Alex Campbell,1,Homework,Conditionals Homework,2026-01-28,9.6,10,True
20267912,Alex Campbell,1,Homework,Loops Homework,2026-01-29,6.8,10,True
20267912,Alex Campbell,1,Homework,Test Prep Homework,2026-01-30,9.4,10,True
20267912,Alex Campbell,1,Homework,Debugging Homework,2026-02-02,37.5,50,True
20267912,Alex Campbell,1,Homework,Coding Challenge Homework,2026-02-03,9.9,10,True
20267912,Alex Campbell,1,Homework,Arrays Homework,2026-02-04,7.2,10,True
20267912,Alex Campbell,1,Homework,Algorithms Homework,2026-02-05,34.0,50,True
20267912,Alex Campbell,1,Homework,Review Homework,2026-02-06,0.0,50,False
20267912,Alex Campbell,1,Homework,Functions Homework,2026-02-09,5.9,10,True
20262535,Alex Carter,2,Project,Data Visualization Project,2026-01-05,82.3,100,True
20262535,Alex Carter,2,Project,Student Dashboard Project,2026-01-06,52.3,100,True
20262535,Alex Carter,2,Project,Website Portfolio Project,2026-01-07,93.6,100,True
20262535,Alex Carter,2,Quiz,Arrays Quiz,2026-01-08,8.7,10,True
20262535,Alex Carter,2,Quiz,Functions Quiz,2026-01-09,6.8,10,True
20262535,Alex Carter,2,Quiz,Loops Quiz,2026-01-12,27.9,50,True
20262535,Alex Carter,2,Quiz,Conditionals Quiz,2026-01-13,0.0,50,False
20262535,Alex Carter,2,Quiz,Debugging Quiz,2026-01-14,0.0,50,False
20262535,Alex Carter,2,Lab,Algorithm Practice Lab,2026-01-15,40.5,50,True
20262535,Alex Carter,2,Lab,Loops Practice Lab,2026-01-16,5.6,10,True
20262535,Alex Carter,2,Lab,Arrays Lab,2026-01-19,0.0,50,False
20262535,Alex Carter,2,Lab,Pair Programming Lab,2026-01-20,41.2,50,True
20262535,Alex Carter,2,Lab,Debugging Lab,2026-01-21,6.6,10,True
20262535,Alex Carter,2,Lab,Functions Lab,2026-01-22,21.0,50,True
20262535,Alex Carter,2,Lab,File I/O Lab,2026-01-23,7.8,10,True
20262535,Alex Carter,2,Lab,Data Structures Lab,2026-01-26,0.0,50,False
20262535,Alex Carter,2,Homework,Arrays Homework,2026-01-27,7.4,10,True
20262535,Alex Carter,2,Homework,Variables Homework,2026-01-28,45.2,50,True
20262535,Alex Carter,2,Homework,Algorithms Homework,2026-01-29,7.1,10,True
20262535,Alex Carter,2,Homework,Test Prep Homework,2026-01-30,8.9,10,True
20262535,Alex Carter,2,Homework,Review Homework,2026-02-02,34.0,50,True
20262535,Alex Carter,2,Homework,Practice Problems Homework,2026-02-03,7.8,10,True
20262535,Alex Carter,2,Homework,Coding Challenge Homework,2026-02-04,42.0,50,True
20262535,Alex Carter,2,Homework,Functions Homework,2026-02-05,9.7,10,True
20262535,Alex Carter,2,Homework,Conditionals Homework,2026-02-06,44.4,50,True
20262535,Alex Carter,2,Homework,Debugging Homework,2026-02-09,42.9,50,True
20279279,Alex Collins,5,Project,Digital Pet Project,2026-01-05,62.1,100,True
20279279,Alex Collins,5,Project,Mobile App Prototype Project,2026-01-06,81.1,100,True
20279279,Alex Collins,5,Project,Data Visualization Project,2026-01-07,64.3,100,True
20279279,Alex Collins,5,Quiz,Functions Quiz,2026-01-08,47.5,50,True
20279279,Alex Collins,5,Quiz,Conditionals Quiz,2026-01-09,5.3,10,True
20279279,Alex Collins,5,Quiz,Arrays Quiz,2026-01-12,20.6,50,True
20279279,Alex Collins,5,Quiz,Debugging Quiz,2026-01-13,35.5,50,True
20279279,Alex Collins,5,Quiz,Variables Quiz,2026-01-14,48.0,50,True
20279279,Alex Collins,5,Lab,AP Exam Practice Lab,2026-01-15,7.5,10,True
20279279,Alex Collins,5,Lab,Arrays Lab,2026-01-16,36.3,50,True
20279279,Alex Collins,5,Lab,Pair Programming Lab,2026-01-19,33.8,50,True
20279279,Alex Collins,5,Lab,Data Structures Lab,2026-01-20,4.8,10,True
20279279,Alex Collins,5,Lab,Loops Practice Lab,2026-01-21,31.4,50,True
20279279,Alex Collins,5,Lab,Functions Lab,2026-01-22,40.7,50,True
20279279,Alex Collins,5,Lab,File I/O Lab,2026-01-23,30.4,50,True
20279279,Alex Collins,5,Lab,Debugging Lab,2026-01-26,8.1,10,True
20279279,Alex Collins,5,Homework,Variables Homework,2026-01-27,7.3,10,True
20279279,Alex Collins,5,Homework,Arrays Homework,2026-01-28,5.8,10,True
20279279,Alex Collins,5,Homework,Loops Homework,2026-01-29,34.4,50,True
20279279,Alex Collins,5,Homework,Coding Challenge Homework,2026-01-30,36.0,50,True
20279279,Alex Collins,5,Homework,Review Homework,2026-02-02,49.2,50,True
20279279,Alex Collins,5,Homework,Practice Problems Homework,2026-02-03,41.0,50,True
20279279,Alex Collins,5,Homework,Conditionals Homework,2026-02-04,27.8,50,True
20279279,Alex Collins,5,Homework,Test Prep Homework,2026-02-05,6.6,10,True
20279279,Alex Collins,5,Homework,Debugging Homework,2026-02-06,6.3,10,True
20279279,Alex Collins,5,Homework,Functions Homework,2026-02-09,40.6,50,True
20264257,Alex Cooper,6,Project,Student Dashboard Project,2026-01-05,75.5,100,True
20264257,Alex Cooper,6,Project,Website Portfolio Project,2026-01-06,61.0,100,True
20264257,Alex Cooper,6,Project,Digital Pet Project,2026-01-07,65.3,100,True
20264257,Alex Cooper,6,Quiz,Loops Quiz,2026-01-08,42.7,50,True
20264257,Alex Cooper,6,Quiz,Objects Quiz,2026-01-09,5.5,10,True
20264257,Alex Cooper,6,Quiz,Debugging Quiz,2026-01-12,47.5,50,True
20264257,Alex Cooper,6,Quiz,Variables Quiz,2026-01-13,43.2,50,True
20264257,Alex Cooper,6,Quiz,Arrays Quiz,2026-01-14,20.4,50,True
20264257,Alex Cooper,6,Lab,AP Exam Practice Lab,2026-01-15,9.3,10,True
20264257,Alex Cooper,6,Lab,Arrays Lab,2026-01-16,31.9,50,True
20264257,Alex Cooper,6,Lab,Data Structures Lab,2026-01-19,4.3,10,True
20264257,Alex Cooper,6,Lab,Pair Programming Lab,2026-01-20,20.8,50,True
20264257,Alex Cooper,6,Lab,Algorithm Practice Lab,2026-01-21,7.5,10,True
20264257,Alex Cooper,6,Lab,Functions Lab,2026-01-22,31.0,50,True
20264257,Alex Cooper,6,Lab,Loops Practice Lab,2026-01-23,7.5,10,True
20264257,Alex Cooper,6,Lab,File I/O Lab,2026-01-26,0.0,10,False
20264257,Alex Cooper,6,Homework,Arrays Homework,2026-01-27,26.1,50,True
20264257,Alex Cooper,6,Homework,Debugging Homework,2026-01-28,9.2,10,True
20264257,Alex Cooper,6,Homework,Conditionals Homework,2026-01-29,6.2,10,True
20264257,Alex Cooper,6,Homework,Variables Homework,2026-01-30,37.6,50,True
20264257,Alex Cooper,6,Homework,Coding Challenge Homework,2026-02-02,35.7,50,True
20264257,Alex Cooper,6,Homework,Algorithms Homework,2026-02-03,7.7,10,True
20264257,Alex Cooper,6,Homework,Test Prep Homework,2026-02-04,9.5,10,True
20264257,Alex Cooper,6,Homework,Practice Problems Homework,2026-02-05,6.1,10,True
20264257,Alex Cooper,6,Homework,Loops Homework,2026-02-06,7.4,10,True
20264257,Alex Cooper,6,Homework,Functions Homework,2026-02-09,6.6,10,True
20294611,Alex Cox,4,Project,Data Visualization Project,2026-01-05,96.8,100,True
20294611,Alex Cox,4,Project,AI Chatbot Project,2026-01-06,58.3,100,True
20294611,Alex Cox,4,Project,Website Portfolio Project,2026-01-07,71.3,100,True
20294611,Alex Cox,4,Quiz,Loops Quiz,2026-01-08,33.0,50,True
20294611,Alex Cox,4,Quiz,Variables Quiz,2026-01-09,4.6,10,True
20294611,Alex Cox,4,Quiz,Functions Quiz,2026-01-12,40.6,50,True
20294611,Alex Cox,4,Quiz,Debugging Quiz,2026-01-13,7.3,10,True
20294611,Alex Cox,4,Quiz,Algorithms Quiz,2026-01-14,23.2,50,True
20294611,Alex Cox,4,Lab,Loops Practice Lab,2026-01-15,21.5,50,True
20294611,Alex Cox,4,Lab,AP Exam Practice Lab,2026-01-16,48.9,50,True
20294611,Alex Cox,4,Lab,Functions Lab,2026-01-19,5.2,10,True
20294611,Alex Cox,4,Lab,Intro to Python Lab,2026-01-20,43.1,50,True
20294611,Alex Cox,4,Lab,Pair Programming Lab,2026-01-21,9.4,10,True
20294611,Alex Cox,4,Lab,Arrays Lab,2026-01-22,0.0,10,False
20294611,Alex Cox,4,Lab,Debugging Lab,2026-01-23,31.1,50,True
20294611,Alex Cox,4,Lab,Algorithm Practice Lab,2026-01-26,6.4,10,True
20294611,Alex Cox,4,Homework,Coding Challenge Homework,2026-01-27,5.9,10,True
20294611,Alex Cox,4,Homework,Review Homework,2026-01-28,32.3,50,True
20294611,Alex Cox,4,Homework,Loops Homework,2026-01-29,0.0,50,False
20294611,Alex Cox,4,Homework,Debugging Homework,2026-01-30,9.3,10,True
20294611,Alex Cox,4,Homework,Test Prep Homework,2026-02-02,35.5,50,True
20294611,Alex Cox,4,Homework,Algorithms Homework,2026-02-03,6.2,10,True
20294611,Alex Cox,4,Homework,Functions Homework,2026-02-04,9.9,10,True
20294611,Alex Cox,4,Homework,Arrays Homework,2026-02-05,23.9,50,True
20294611,Alex Cox,4,Homework,Conditionals Homework,2026-02-06,44.5,50,True
20294611,Alex Cox,4,Homework,Variables Homework,2026-02-09,40.4,50,True
20281106,Alex Diaz,2,Project,Student Dashboard Project,2026-01-05,64.1,100,True
20281106,Alex Diaz,2,Project,Mobile App Prototype Project,2026-01-06,74.8,100,True
20281106,Alex Diaz,2,Project,Data Visualization Project,2026-01-07,80.0,100,True
20281106,Alex Diaz,2,Quiz,Loops Quiz,2026-01-08,38.0,50,True
20281106,Alex Diaz,2,Quiz,Conditionals Quiz,2026-01-09,8.9,10,True
20281106,Alex Diaz,2,Quiz,Variables Quiz,2026-01-12,7.6,10,True
20281106,Alex Diaz,2,Quiz,Algorithms Quiz,2026-01-13,48.9,50,True
20281106,Alex Diaz,2,Quiz,Functions Quiz,2026-01-14,30.5,50,True
20281106,Alex Diaz,2,Lab,Functions Lab,2026-01-15,41.5,50,True
20281106,Alex Diaz,2,Lab,Algorithm Practice Lab,2026-01-16,6.9,10,True
20281106,Alex Diaz,2,Lab,AP Exam Practice Lab,2026-01-19,30.3,50,True
20281106,Alex Diaz,2,Lab,Debugging Lab,2026-01-20,43.6,50,True
20281106,Alex Diaz,2,Lab,Intro to Python Lab,2026-01-21,8.4,10,True
20281106,Alex Diaz,2,Lab,File I/O Lab,2026-01-22,30.9,50,True
20281106,Alex Diaz,2,Lab,Data Structures Lab,2026-01-23,48.3,50,True
20281106,Alex Diaz,2,Lab,Loops Practice Lab,2026-01-26,44.0,50,True
20281106,Alex Diaz,2,Homework,Functions Homework,2026-01-27,44.4,50,True
20281106,Alex Diaz,2,Homework,Loops Homework,2026-01-28,43.6,50,True
20281106,Alex Diaz,2,Homework,Coding Challenge Homework,2026-01-29,30.4,50,True
20281106,Alex Diaz,2,Homework,Algorithms Homework,2026-01-30,8.1,10,True
20281106,Alex Diaz,2,Homework,Variables Homework,2026-02-02,36.9,50,True
20281106,Alex Diaz,2,Homework,Review Homework,2026-02-03,49.4,50,True
20281106,Alex Diaz,2,Homework,Conditionals Homework,2026-02-04,37.9,50,True
20281106,Alex Diaz,2,Homework,Debugging Homework,2026-02-05,7.3,10,True
20281106,Alex Diaz,2,Homework,Practice Problems Homework,2026-02-06,0.0,10,False
20281106,Alex Diaz,2,Homework,Test Prep Homework,2026-02-09,6.4,10,True
20296574,Alex Edwards,3,Project,Final Game Project,2026-01-05,85.1,100,True
20296574,Alex Edwards,3,Project,Digital Pet Project,2026-01-06,61.9,100,True
20296574,Alex Edwards,3,Project,Mobile App Prototype Project,2026-01-07,43.8,100,True
20296574,Alex Edwards,3,Quiz,Objects Quiz,2026-01-08,7.8,10,True
20296574,Alex Edwards,3,Quiz,Loops Quiz,2026-01-09,0.0,50,False
20296574,Alex Edwards,3,Quiz,Functions Quiz,2026-01-12,32.5,50,True
20296574,Alex Edwards,3,Quiz,Arrays Quiz,2026-01-13,26.8,50,True
20296574,Alex Edwards,3,Quiz,Variables Quiz,2026-01-14,7.1,10,True
20296574,Alex Edwards,3,Lab,Pair Programming Lab,2026-01-15,8.4,10,True
20296574,Alex Edwards,3,Lab,Functions Lab,2026-01-16,43.6,50,True
20296574,Alex Edwards,3,Lab,Algorithm Practice Lab,2026-01-19,9.3,10,True
20296574,Alex Edwards,3,Lab,AP Exam Practice Lab,2026-01-20,33.7,50,True
20296574,Alex Edwards,3,Lab,Data Structures Lab,2026-01-21,8.1,10,True
20296574,Alex Edwards,3,Lab,Arrays Lab,2026-01-22,44.0,50,True
20296574,Alex Edwards,3,Lab,Intro to Python Lab,2026-01-23,9.5,10,True
20296574,Alex Edwards,3,Lab,File I/O Lab,2026-01-26,7.3,10,True
20296574,Alex Edwards,3,Homework,Loops Homework,2026-01-27,6.3,10,True
20296574,Alex Edwards,3,Homework,Coding Challenge Homework,2026-01-28,42.9,50,True
20296574,Alex Edwards,3,Homework,Debugging Homework,2026-01-29,42.4,50,True
20296574,Alex Edwards,3,Homework,Algorithms Homework,2026-01-30,7.2,10,True
20296574,Alex Edwards,3,Homework,Test Prep Homework,2026-02-02,38.7,50,True
20296574,Alex Edwards,3,Homework,Review Homework,2026-02-03,5.5,10,True
20296574,Alex Edwards,3,Homework,Practice Problems Homework,2026-02-04,31.9,50,True
20296574,Alex Edwards,3,Homework,Conditionals Homework,2026-02-05,7.3,10,True
20296574,Alex Edwards,3,Homework,Variables Homework,2026-02-06,33.1,50,True
20296574,Alex Edwards,3,Homework,Arrays Homework,2026-02-09,30.7,50,True
20274527,Alex Evans,3,Project,Website Portfolio Project,2026-01-05,78.7,100,True
20274527,Alex Evans,3,Project,Mobile App Prototype Project,2026-01-06,53.7,100,True
20274527,Alex Evans,3,Project,Student Dashboard Project,2026-01-07,74.6,100,True
20274527,Alex Evans,3,Quiz,Functions Quiz,2026-01-08,35.4,50,True
20274527,Alex Evans,3,Quiz,Loops Quiz,2026-01-09,22.0,50,True
20274527,Alex Evans,3,Quiz,Arrays Quiz,2026-01-12,42.7,50,True
20274527,Alex Evans,3,Quiz,Conditionals Quiz,2026-01-13,45.5,50,True
20274527,Alex Evans,3,Quiz,Debugging Quiz,2026-01-14,6.7,10,True
20274527,Alex Evans,3,Lab,File I/O Lab,2026-01-15,47.8,50,True
20274527,Alex Evans,3,Lab,Pair Programming Lab,2026-01-16,47.5,50,True
20274527,Alex Evans,3,Lab,Data Structures Lab,2026-01-19,37.7,50,True
20274527,Alex Evans,3,Lab,Loops Practice Lab,2026-01-20,0.0,10,False
20274527,Alex Evans,3,Lab,Functions Lab,2026-01-21,25.3,50,True
20274527,Alex Evans,3,Lab,Debugging Lab,2026-01-22,42.3,50,True
20274527,Alex Evans,3,Lab,Intro to Python Lab,2026-01-23,9.3,10,True
20274527,Alex Evans,3,Lab,Algorithm Practice Lab,2026-01-26,49.5,50,True
20274527,Alex Evans,3,Homework,Functions Homework,2026-01-27,7.1,10,True
20274527,Alex Evans,3,Homework,Practice Problems Homework,2026-01-28,37.3,50,True
20274527,Alex Evans,3,Homework,Conditionals Homework,2026-01-29,43.7,50,True
20274527,Alex Evans,3,Homework,Arrays Homework,2026-01-30,47.1,50,True
20274527,Alex Evans,3,Homework,Test Prep Homework,2026-02-02,33.1,50,True
20274527,Alex Evans,3,Homework,Coding Challenge Homework,2026-02-03,8.6,10,True
20274527,Alex Evans,3,Homework,Debugging Homework,2026-02-04,7.2,10,True
20274527,Alex Evans,3,Homework,Variables Homework,2026-02-05,30.1,50,True
20274527,Alex Evans,3,Homework,Algorithms Homework,2026-02-06,7.4,10,True
20274527,Alex Evans,3,Homework,Review Homework,2026-02-09,38.5,50,True
20262519,Alex Flores,4,Project,Website Portfolio Project,2026-01-05,64.4,100,True
20262519,Alex Flores,4,Project,Student Dashboard Project,2026-01-06,55.1,100,True
20262519,Alex Flores,4,Project,Digital Pet Project,2026-01-07,74.9,100,True
20262519,Alex Flores,4,Quiz,Loops Quiz,2026-01-08,27.6,50,True
20262519,Alex Flores,4,Quiz,Arrays Quiz,2026-01-09,20.8,50,True
20262519,Alex Flores,4,Quiz,Conditionals Quiz,2026-01-12,31.0,50,True
20262519,Alex Flores,4,Quiz,Debugging Quiz,2026-01-13,0.0,50,False
20262519,Alex Flores,4,Quiz,Algorithms Quiz,2026-01-14,37.6,50,True
20262519,Alex Flores,4,Lab,Algorithm Practice Lab,2026-01-15,4.4,10,True
20262519,Alex Flores,4,Lab,AP Exam Practice Lab,2026-01-16,7.6,10,True
20262519,Alex Flores,4,Lab,Data Structures Lab,2026-01-19,10.0,10,True
20262519,Alex Flores,4,Lab,Functions Lab,2026-01-20,5.7,10,True
20262519,Alex Flores,4,Lab,Loops Practice Lab,2026-01-21,31.3,50,True
20262519,Alex Flores,4,Lab,Arrays Lab,2026-01-22,20.8,50,True
20262519,Alex Flores,4,Lab,Pair Programming Lab,2026-01-23,6.8,10,True
20262519,Alex Flores,4,Lab,Debugging Lab,2026-01-26,6.8,10,True
20262519,Alex Flores,4,Homework,Debugging Homework,2026-01-27,0.0,10,False
20262519,Alex Flores,4,Homework,Arrays Homework,2026-01-28,43.4,50,True
20262519,Alex Flores,4,Homework,Practice Problems Homework,2026-01-29,47.8,50,True
20262519,Alex Flores,4,Homework,Functions Homework,2026-01-30,0.0,10,False
20262519,Alex Flores,4,Homework,Conditionals Homework,2026-02-02,25.2,50,True
20262519,Alex Flores,4,Homework,Loops Homework,2026-02-03,47.5,50,True
20262519,Alex Flores,4,Homework,Review Homework,2026-02-04,45.8,50,True
20262519,Alex Flores,4,Homework,Test Prep Homework,2026-02-05,30.1,50,True
20262519,Alex Flores,4,Homework,Variables Homework,2026-02-06,38.4,50,True
20262519,Alex Flores,4,Homework,Algorithms Homework,2026-02-09,7.4,10,True
20266881,Alex Foster,3,Project,Website Portfolio Project,2026-01-05,93.1,100,True
20266881,Alex Foster,3,Project,AI Chatbot Project,2026-01-06,56.9,100,True
20266881,Alex Foster,3,Project,Data Visualization Project,2026-01-07,78.5,100,True
20266881,Alex Foster,3,Quiz,Conditionals Quiz,2026-01-08,40.6,50,True
20266881,Alex Foster,3,Quiz,Functions Quiz,2026-01-09,4.7,10,True
20266881,Alex Foster,3,Quiz,Objects Quiz,2026-01-12,33.7,50,True
20266881,Alex Foster,3,Quiz,Variables Quiz,2026-01-13,7.7,10,True
20266881,Alex Foster,3,Quiz,Algorithms Quiz,2026-01-14,44.1,50,True
20266881,Alex Foster,3,Lab,Functions Lab,2026-01-15,7.5,10,True
20266881,Alex Foster,3,Lab,Algorithm Practice Lab,2026-01-16,4.8,10,True
20266881,Alex Foster,3,Lab,File I/O Lab,2026-01-19,7.8,10,True
20266881,Alex Foster,3,Lab,Loops Practice Lab,2026-01-20,37.3,50,True
20266881,Alex Foster,3,Lab,Intro to Python Lab,2026-01-21,38.0,50,True
20266881,Alex Foster,3,Lab,Pair Programming Lab,2026-01-22,43.7,50,True
20266881,Alex Foster,3,Lab,Arrays Lab,2026-01-23,9.3,10,True
20266881,Alex Foster,3,Lab,AP Exam Practice Lab,2026-01-26,9.9,10,True
20266881,Alex Foster,3,Homework,Practice Problems Homework,2026-01-27,38.5,50,True
20266881,Alex Foster,3,Homework,Arrays Homework,2026-01-28,24.3,50,True
20266881,Alex Foster,3,Homework,Debugging Homework,2026-01-29,33.0,50,True
20266881,Alex Foster,3,Homework,Review Homework,2026-01-30,8.2,10,True
20266881,Alex Foster,3,Homework,Test Prep Homework,2026-02-02,31.0,50,True
20266881,Alex Foster,3,Homework,Coding Challenge Homework,2026-02-03,4.9,10,True
20266881,Alex Foster,3,Homework,Algorithms Homework,2026-02-04,31.1,50,True
